filename,fold,target,category,esc10,src_file,take
\4-125070-A-19.wav,4,1,thunderstorm,False,125070,A
\4-125071-A-19.wav,4,1,thunderstorm,False,125071,A
\4-125072-A-19.wav,4,1,thunderstorm,False,125072,A
\4-125072-B-19.wav,4,1,thunderstorm,False,125072,B
\4-125825-A-46.wav,4,9,church_bells,False,125825,A
\4-125825-B-46.wav,4,9,church_bells,False,125825,B
\4-133047-A-5.wav,4,3,cat,False,133047,A
\4-133047-B-5.wav,4,3,cat,False,133047,B
\4-133047-C-5.wav,4,3,cat,False,133047,C
\4-140034-A-46.wav,4,9,church_bells,False,140034,A
\4-146200-A-36.wav,4,2,vacuum_cleaner,False,146200,A
\4-147657-A-46.wav,4,9,church_bells,False,147657,A
\4-147658-A-46.wav,4,9,church_bells,False,147658,A
\4-149294-A-41.wav,4,4,chainsaw,True,149294,A
\4-149294-B-41.wav,4,4,chainsaw,True,149294,B
\4-149940-A-5.wav,4,3,cat,False,149940,A
\4-149940-B-5.wav,4,3,cat,False,149940,B
\4-150364-A-46.wav,4,9,church_bells,False,150364,A
\4-150364-B-46.wav,4,9,church_bells,False,150364,B
\4-156827-A-46.wav,4,9,church_bells,False,156827,A
\4-156993-A-19.wav,4,1,thunderstorm,False,156993,A
\4-157611-A-41.wav,4,4,chainsaw,True,157611,A
\4-157611-B-41.wav,4,4,chainsaw,True,157611,B
\4-158653-A-32.wav,4,7,keyboard_typing,False,158653,A
\4-159609-A-14.wav,4,6,chirping_birds,False,159609,A
\4-159609-B-14.wav,4,6,chirping_birds,False,159609,B
\4-161099-A-47.wav,4,0,airplane,False,161099,A
\4-161099-B-47.wav,4,0,airplane,False,161099,B
\4-161100-A-47.wav,4,0,airplane,False,161100,A
\4-161103-A-47.wav,4,0,airplane,False,161103,A
\4-161105-A-47.wav,4,0,airplane,False,161105,A
\4-161105-B-47.wav,4,0,airplane,False,161105,B
\4-161303-A-5.wav,4,3,cat,False,161303,A
\4-161303-B-5.wav,4,3,cat,False,161303,B
\4-161519-A-19.wav,4,1,thunderstorm,False,161519,A
\4-165813-A-19.wav,4,1,thunderstorm,False,165813,A
\4-165813-B-19.wav,4,1,thunderstorm,False,165813,B
\4-165823-A-41.wav,4,4,chainsaw,True,165823,A
\4-165823-B-41.wav,4,4,chainsaw,True,165823,B
\4-167155-A-32.wav,4,7,keyboard_typing,False,167155,A
\4-169127-A-41.wav,4,4,chainsaw,True,169127,A
\4-169127-B-41.wav,4,4,chainsaw,True,169127,B
\4-172180-A-32.wav,4,7,keyboard_typing,False,172180,A
\4-172732-A-36.wav,4,2,vacuum_cleaner,False,172732,A
\4-172733-A-36.wav,4,2,vacuum_cleaner,False,172733,A
\4-172734-A-36.wav,4,2,vacuum_cleaner,False,172734,A
\4-172736-A-36.wav,4,2,vacuum_cleaner,False,172736,A
\4-172736-B-36.wav,4,2,vacuum_cleaner,False,172736,B
\4-172742-A-32.wav,4,7,keyboard_typing,False,172742,A
\4-177243-A-32.wav,4,7,keyboard_typing,False,177243,A
\4-181707-A-32.wav,4,7,keyboard_typing,False,181707,A
\4-181708-A-32.wav,4,7,keyboard_typing,False,181708,A
\4-181999-A-36.wav,4,2,vacuum_cleaner,False,181999,A
\4-182395-A-0.wav,4,5,dog,True,182395,A
\4-182795-A-14.wav,4,6,chirping_birds,False,182795,A
\4-183992-A-0.wav,4,5,dog,True,183992,A
\4-184575-A-0.wav,4,5,dog,True,184575,A
\4-185613-A-32.wav,4,7,keyboard_typing,False,185613,A
\4-187769-A-14.wav,4,6,chirping_birds,False,187769,A
\4-187769-B-14.wav,4,6,chirping_birds,False,187769,B
\4-191687-A-0.wav,4,5,dog,True,191687,A
\4-192236-A-0.wav,4,5,dog,True,192236,A
\4-194680-A-36.wav,4,2,vacuum_cleaner,False,194680,A
\4-194754-A-0.wav,4,5,dog,True,194754,A
\4-199261-A-0.wav,4,5,dog,True,199261,A
\4-207124-A-0.wav,4,5,dog,True,207124,A
\4-216211-A-14.wav,4,6,chirping_birds,False,216211,A
\4-223125-A-14.wav,4,6,chirping_birds,False,223125,A
\4-223127-A-14.wav,4,6,chirping_birds,False,223127,A
\4-251959-A-47.wav,4,0,airplane,False,251959,A
\4-255371-A-47.wav,4,0,airplane,False,255371,A
\5-156999-A-19.wav,5,1,thunderstorm,False,156999,A
\5-156999-B-19.wav,5,1,thunderstorm,False,156999,B
\5-156999-C-19.wav,5,1,thunderstorm,False,156999,C
\5-156999-D-19.wav,5,1,thunderstorm,False,156999,D
\5-156999-E-19.wav,5,1,thunderstorm,False,156999,E
\5-160614-A-48.wav,5,8,fireworks,False,160614,A
\5-160614-B-48.wav,5,8,fireworks,False,160614,B
\5-160614-C-48.wav,5,8,fireworks,False,160614,C
\5-160614-D-48.wav,5,8,fireworks,False,160614,D
\5-160614-E-48.wav,5,8,fireworks,False,160614,E
\5-160614-F-48.wav,5,8,fireworks,False,160614,F
\5-160614-G-48.wav,5,8,fireworks,False,160614,G
\5-160614-H-48.wav,5,8,fireworks,False,160614,H
\5-169983-A-5.wav,5,3,cat,False,169983,A
\5-170338-A-41.wav,5,4,chainsaw,True,170338,A
\5-170338-B-41.wav,5,4,chainsaw,True,170338,B
\5-171653-A-41.wav,5,4,chainsaw,True,171653,A
\5-172299-A-5.wav,5,3,cat,False,172299,A
\5-172639-A-5.wav,5,3,cat,False,172639,A
\5-177614-A-5.wav,5,3,cat,False,177614,A
\5-179294-A-46.wav,5,9,church_bells,False,179294,A
\5-182007-A-36.wav,5,2,vacuum_cleaner,False,182007,A
\5-182010-A-36.wav,5,2,vacuum_cleaner,False,182010,A
\5-182012-A-36.wav,5,2,vacuum_cleaner,False,182012,A
\5-185579-A-41.wav,5,4,chainsaw,True,185579,A
\5-185579-B-41.wav,5,4,chainsaw,True,185579,B
\5-188365-A-36.wav,5,2,vacuum_cleaner,False,188365,A
\5-188495-A-19.wav,5,1,thunderstorm,False,188495,A
\5-188716-A-46.wav,5,9,church_bells,False,188716,A
\5-192191-A-19.wav,5,1,thunderstorm,False,192191,A
\5-195557-A-19.wav,5,1,thunderstorm,False,195557,A
\5-197988-A-46.wav,5,9,church_bells,False,197988,A
\5-198373-A-46.wav,5,9,church_bells,False,198373,A
\5-201170-A-46.wav,5,9,church_bells,False,201170,A
\5-201172-A-46.wav,5,9,church_bells,False,201172,A
\5-203128-A-0.wav,5,5,dog,True,203128,A
\5-203128-B-0.wav,5,5,dog,True,203128,B
\5-204741-A-46.wav,5,9,church_bells,False,204741,A
\5-205090-A-32.wav,5,7,keyboard_typing,False,205090,A
\5-208030-A-0.wav,5,5,dog,True,208030,A
\5-212054-A-36.wav,5,2,vacuum_cleaner,False,212054,A
\5-212059-A-36.wav,5,2,vacuum_cleaner,False,212059,A
\5-212454-A-0.wav,5,5,dog,True,212454,A
\5-213855-A-0.wav,5,5,dog,True,213855,A
\5-214759-A-5.wav,5,3,cat,False,214759,A
\5-214759-B-5.wav,5,3,cat,False,214759,B
\5-215005-A-32.wav,5,7,keyboard_typing,False,215005,A
\5-215445-A-47.wav,5,0,airplane,False,215445,A
\5-215447-A-47.wav,5,0,airplane,False,215447,A
\5-215449-A-47.wav,5,0,airplane,False,215449,A
\5-216131-A-32.wav,5,7,keyboard_typing,False,216131,A
\5-216370-A-41.wav,5,4,chainsaw,True,216370,A
\5-216370-B-41.wav,5,4,chainsaw,True,216370,B
\5-217158-A-0.wav,5,5,dog,True,217158,A
\5-219044-A-46.wav,5,9,church_bells,False,219044,A
\5-222524-A-41.wav,5,4,chainsaw,True,222524,A
\5-222894-A-32.wav,5,7,keyboard_typing,False,222894,A
\5-223099-A-32.wav,5,7,keyboard_typing,False,223099,A
\5-223099-B-32.wav,5,7,keyboard_typing,False,223099,B
\5-231551-A-36.wav,5,2,vacuum_cleaner,False,231551,A
\5-231762-A-0.wav,5,5,dog,True,231762,A
\5-234923-A-32.wav,5,7,keyboard_typing,False,234923,A
\5-235956-A-47.wav,5,0,airplane,False,235956,A
\5-242490-A-14.wav,5,6,chirping_birds,False,242490,A
\5-242491-A-14.wav,5,6,chirping_birds,False,242491,A
\5-243448-A-14.wav,5,6,chirping_birds,False,243448,A
\5-243449-A-14.wav,5,6,chirping_birds,False,243449,A
\5-243450-A-14.wav,5,6,chirping_birds,False,243450,A
\5-243459-A-14.wav,5,6,chirping_birds,False,243459,A
\5-243459-B-14.wav,5,6,chirping_birds,False,243459,B
\5-244178-A-32.wav,5,7,keyboard_typing,False,244178,A
\5-251957-A-47.wav,5,0,airplane,False,251957,A
\5-251962-A-47.wav,5,0,airplane,False,251962,A
\5-251963-A-47.wav,5,0,airplane,False,251963,A
\5-251971-A-47.wav,5,0,airplane,False,251971,A
\5-256452-A-5.wav,5,3,cat,False,256452,A
\5-257839-A-14.wav,5,6,chirping_birds,False,257839,A
\5-259169-A-5.wav,5,3,cat,False,259169,A
\5-263902-A-36.wav,5,2,vacuum_cleaner,False,263902,A
\5-9032-A-0.wav,5,5,dog,True,9032,A
